Date,AAPL,AMZN,GOOG,MSFT
2018-08-13,50.07798767089844,94.80999755859375,61.7504997253418,102.34477233886719
2018-08-14,50.28897476196289,95.98249816894531,62.10499954223633,103.62159729003906
2018-08-15,50.40645980834961,94.13099670410156,60.71900177001953,102.21644592285156
2018-08-16,51.14491653442383,94.32599639892578,60.324501037597656,102.19744110107422
2018-08-17,52.16626739501953,94.11100006103516,60.04800033569336,102.14048767089844
2018-08-20,51.657997131347656,93.83550262451172,60.38850021362305,101.46638488769531
2018-08-21,51.55729293823242,94.1709976196289,60.08100128173828,100.62139129638672
2018-08-22,51.5596923828125,95.24500274658203,60.36650085449219,101.6467514038086
2018-08-23,51.66518783569336,95.1449966430664,60.26900100708008,102.1214828491211
2018-08-24,51.8258171081543,95.26950073242188,61.032501220703125,102.91902923583984
2018-08-27,52.25257873535156,96.38400268554688,62.090999603271484,104.05835723876953
2018-08-28,52.674556732177734,96.64099884033203,61.557498931884766,104.68498229980469
2018-08-29,53.46095657348633,99.90499877929688,62.46500015258789,106.35598754882812
2018-08-30,53.952457427978516,100.11900329589844,61.95600128173828,106.28952026367188
2018-08-31,54.57582473754883,100.635498046875,60.90950012207031,106.65032196044922
2018-09-04,54.750850677490234,101.97550201416016,59.849998474121094,106.06166076660156
2018-09-05,54.393611907958984,99.74099731445312,59.32400131225586,103.00447082519531
2018-09-06,53.4897346496582,97.91549682617188,58.571998596191406,103.2418212890625
2018-09-07,53.058170318603516,97.60350036621094,58.24150085449219,102.73861694335938
2018-09-10,52.34608840942383,96.95050048828125,58.231998443603516,103.8494644165039
2018-09-11,53.6695556640625,99.35749816894531,58.86800003051758,105.61542510986328
2018-09-12,53.00302505493164,99.5,58.14099884033203,106.06166076660156
2018-09-13,54.2833251953125,99.49349975585938,58.76649856567383,107.20099639892578
2018-09-14,53.667152404785156,98.5094985961914,58.62649917602539,107.6377182006836
2018-09-17,52.23820114135742,95.40149688720703,57.8025016784668,106.46992492675781
2018-09-18,52.32451629638672,97.05249786376953,58.06100082397461,107.48580932617188
2018-09-19,52.35568618774414,96.32099914550781,58.554500579833984,106.05216979980469
2018-09-20,52.7536735534668,97.21499633789062,59.34349822998047,107.82762145996094
2018-09-21,52.18545150756836,95.75050354003906,58.304500579833984,108.48271942138672
2018-09-24,52.935882568359375,96.71800231933594,58.66849899291992,108.87197875976562
2018-09-25,53.27155303955078,98.72750091552734,59.23249816894531,108.66310119628906
2018-09-26,52.84718704223633,98.74250030517578,59.02450180053711,108.21688842773438
2018-09-27,53.93328094482422,100.64900207519531,59.731998443603516,108.62515258789062
2018-09-28,54.12268829345703,100.1500015258789,59.673500061035156,108.58717346191406
2018-10-01,54.48711013793945,100.21800231933594,59.765499114990234,109.76447296142578
2018-10-02,54.97142028808594,98.56549835205078,60.00550079345703,109.3277359008789
2018-10-03,55.640342712402344,97.63800048828125,60.147499084472656,109.34671020507812
2018-10-04,54.662139892578125,95.47100067138672,58.40950012207031,107.08704376220703
2018-10-05,53.775028228759766,94.48249816894531,57.86750030517578,106.46041870117188
2018-10-08,53.65037155151367,93.22100067138672,57.44850158691406,105.2451400756836
2018-10-09,54.393611907958984,93.51599884033203,56.941001892089844,106.58384704589844
2018-10-10,51.873779296875,87.76249694824219,54.06100082397461,100.79228973388672
2018-10-11,51.415836334228516,85.96800231933594,53.965999603271484,100.5549087524414
2018-10-12,53.25237274169922,89.43049621582031,55.50400161743164,104.02987670898438
2018-10-15,52.11351776123047,88.04750061035156,54.61249923706055,102.15946960449219
2018-10-16,53.26195526123047,90.99800109863281,56.06399917602539,105.38756561279297
2018-10-17,53.03179168701172,91.58650207519531,55.78450012207031,105.11222076416016
2018-10-18,51.79225158691406,88.53600311279297,54.39849853515625,103.01396179199219
2018-10-19,52.5810432434082,88.20149993896484,54.823001861572266,103.16590118408203
2018-10-22,52.90231704711914,89.46499633789062,55.05799865722656,104.08682250976562
2018-10-23,53.40101623535156,88.43499755859375,55.18450164794922,102.63418579101562
2018-10-24,51.569278717041016,83.20999908447266,52.535499572753906,97.14642333984375
2018-10-25,52.69853210449219,89.1084976196289,54.778499603271484,102.82408142089844
2018-10-26,51.85938262939453,82.1405029296875,53.57350158691406,101.55183410644531
2018-10-29,50.88597106933594,76.94400024414062,51.00400161743164,98.59906768798828
2018-10-30,51.140113830566406,76.52100372314453,51.81050109863281,98.48515319824219
2018-10-31,52.473167419433594,79.90049743652344,53.8385009765625,101.40941619873047
2018-11-01,53.27874755859375,83.27649688720703,53.5,100.56441497802734
2018-11-02,49.74473190307617,83.27649688720703,52.88949966430664,100.79228973388672
2018-11-05,48.33256149291992,81.38999938964844,52.00450134277344,102.07403564453125
2018-11-06,48.855224609375,82.1405029296875,52.79050064086914,102.27339935302734
2018-11-07,50.3369255065918,87.77449798583984,54.669498443603516,106.29901885986328
2018-11-08,50.16130447387695,87.74549865722656,54.119998931884766,106.0996322631836
2018-11-09,49.19411087036133,85.62149810791016,53.307498931884766,104.02987670898438
2018-11-12,46.715999603271484,81.84249877929688,51.93149948120117,101.46638488769531
2018-11-13,46.249244689941406,81.55850219726562,51.8025016784668,101.5328369140625
2018-11-14,44.94282531738281,79.95050048828125,52.18299865722656,100.09300231933594
2018-11-15,46.05196762084961,80.97200012207031,53.23550033569336,102.2956771850586
2018-11-16,46.5620231628418,79.67050170898438,53.074501037597656,103.25875091552734
2018-11-19,44.716670989990234,75.614501953125,51.0,99.75926971435547
2018-11-20,42.5801887512207,74.77300262451172,51.28799819946289,96.98445892333984
2018-11-21,42.532081604003906,75.83650207519531,51.88050079345703,98.31941223144531
2018-11-23,41.451820373535156,75.10299682617188,51.194000244140625,98.2812728881836
2018-11-26,42.01239776611328,79.06649780273438,52.430999755859375,101.5233154296875
2018-11-27,41.92097091674805,79.07099914550781,52.22050094604492,102.16218566894531
2018-11-28,43.5329475402832,83.88749694824219,54.311500549316406,105.95726776123047
2018-11-29,43.19852828979492,83.67849731445312,54.415000915527344,105.07046508789062
2018-11-30,42.96515655517578,84.50849914550781,54.721500396728516,105.73795318603516
2018-12-03,44.46645736694336,88.61799621582031,55.32149887084961,106.88219451904297
2018-12-04,42.510433197021484,83.41999816894531,52.54100036621094,103.47806549072266
2018-12-06,42.036460876464844,84.95950317382812,53.436500549316406,104.11695098876953
2018-12-07,40.537567138671875,81.45649719238281,51.82899856567383,99.94995880126953
2018-12-10,40.80463409423828,82.05149841308594,51.977500915527344,102.59124755859375
2018-12-11,40.571250915527344,82.16200256347656,52.587501525878906,103.5448226928711
2018-12-12,40.684326171875,83.177001953125,53.183998107910156,104.01205444335938
2018-12-13,41.12942886352539,82.91899871826172,53.095001220703125,104.36486053466797
2018-12-14,39.81338119506836,79.59549713134766,52.10499954223633,101.1037368774414
2018-12-17,39.442867279052734,76.04550170898438,50.826499938964844,98.1096420288086
2018-12-18,39.955326080322266,77.5739974975586,51.43550109863281,99.13945770263672
2018-12-19,38.70906066894531,74.75399780273438,51.1505012512207,98.87247467041016
2018-12-20,37.73224639892578,73.04149627685547,50.47050094604492,96.79376220703125
2018-12-21,36.264617919921875,68.87249755859375,48.97700119018555,93.66614532470703
2018-12-24,35.32630920410156,67.197998046875,48.81100082397461,89.75662994384766
2018-12-26,37.814048767089844,73.54499816894531,51.972999572753906,95.88788604736328
2018-12-27,37.56863784790039,73.08200073242188,52.194000244140625,96.47908782958984
2018-12-28,37.587894439697266,73.9010009765625,51.854000091552734,95.72577667236328
